Class;Text
NEG;II ketvirèio pabaigoje, kada buvo gausiai skolinamasi ir iðryðkëjo taikytø kovos su COVID-19 valstybës pagalbos priemoniø poveikis, bendras euro zonos valstybiø biudþetø deficitas siekë 11,4% BVP, o visoje ES - 11,6% BVP.
NEG;Skaièiavimai rodo, kad Lietuva pagal biudþeto deficito ir BVP santyká ðiemet yra aðtunta tarp 19 euro zonos valstybiø .
NEG;„The Financial Times“ skaièiavimai, remiantis Europos Komisijai valstybiø nariø pateiktais duomenimis, rodo, kad 2020 m. 19 euro zonos valstybiø nariø konsoliduotas biudþetø deficitas sieks 976 mlrd. Eur, arba 8,9% bloko BVP. Eurostato duomenimis, euro zonos biudþeto deficitas 2019 m. pabaigoje siekë 0,8%.
NEG;Kitø metø Lietuvos biudþetas planuojamas su 5% BVP lygio deficitu, numatant, kad valstybës biudþeto iðlaidos 2021 m. virðys pajamas daugiau nei 4,1 mlrd. Eur. Finansø ministerijos prognozëmis, ðiemet deficitas pasieks 8,8% BVP lygá, taèiau per keletà metø jis sumaþës iki 1,6% 2023 m. Atitinkamai valstybës skola, planuojama, kitàmet perkops 50% BVP ir iðliks panaðiame lygyje iki 2023 m.
NEG;II ketvirèio pabaigoje, kada buvo gausiai skolinamasi ir iðryðkëjo taikytø kovos su COVID-19 valstybës pagalbos priemoniø poveikis, bendra euro zonos valstybiø skola iðaugo iki 95,1% BVP (I ketv. pabaigoje buvo 86,3%, 2019 m. II ketv. – 86,2%). Visos ES skola per II ketvirtá paðoko iki 79,4% (atitinkamai buvo 87,8% BVP ir 79,7% BVP).
NEU;Lyginant su 2019 m. II ketvirèiu skola maþëjo tik Airijoje (-0,3 p.p.). Labiausiai skola iðaugo Prancûzijoje (+14,9 p.p.), Belgijoje (+12,9 p.p.) ir Italijoje (+11,9 p.p.).
NEG;VÞ raðë , kad kovà paskelbus COVID-19 pandemijà, uþdarius ekonomikas ir ávedus grieþtas karantino sàlygas daugelyje Europos valstybiø, ES BVP 2020 m. II ketvirtá smuko 13,9%. Palyginti Lietuvos ekonomika patyrë vienà ðvelniausiø smûgiø ES ir jos BVP traukësi 4%. Maþesná smûgá ES patyrë tik Airijos ekonomika, kuri krito 3,7%. Labiausiai nukentëjo Ispanijos ekonomika.
NEG;„Nors netikëtai uþklupusios pandemijos pradþioje staigiai kritæ akcijø indeksai, regis, rodë artëjanèià gilià krizæ, ðiandien situacijà Lietuvoje ekonomistai vadina trumpiausia krize istorijoje. Taèiau natûralu, kad visuomenëje pandemija pasëjo nerimo dël ateities ir net prognozuojant vidutinio darbo uþmokesèio augimà, atsargumo þmoniø sprendimuose vis dar iðlieka“, – praneðime cituojama Dalia Andrulionienë, „Omberg“ vykdomoji direktorë.
POS;„GfK“ tyrimas parodë, kad vokieèiø pirkëjai yra daug optimistiðkiau nusiteikæ dël savo pajamø lûkesèiø nei praëjusá mënesá, o tai lëmë „stabili darbo rinka“ bei tai, kad maþëja paramos programomis besinaudojanèiø darbuotojø skaièius. Respondentai taip pat geriau vertino Vokietijos ekonomikos augimo perspektyvas.
POS;Vokietijos vyriausybë taip pat laikinai sumaþino pridëtinës vertës mokestá (PVM), kad padidintø vartotojø iðlaidas.
NEG;„Visi neteisëtai sulaikyti asmenys ir politiniai kaliniai privalo bûti paleisti. Taip pat turime pareikalauti visø uþ kankinimus ir jëgos panaudojimà atsakingø asmenø atsakomybës. Bûtina, kad Þmogaus teisiø taryba nuolat stebëtø ir vertintø þmogaus teisiø padëtá Baltarusijoje. Visi nusikaltimai þmoniðkumui ir masiniai þmogaus teisiø paþeidimai privalo bûti nedelsiant iðtirti!“, – pareiðkë jis.
NEU;Kredito unija „Amber“ paskelbta nemokia dar 2016 m. rugsëjo 20 d., tàdien ðiai unijai „Amber“ ásigalëjo ir draudþiamasis ávykis. Pagal Europos teisæ ir Lietuvos ástatymus visi kredito ástaigose laikomi indëliai iki 100.000 Eur yra apdrausti ir kredito ástaigos bankroto atveju indëlininkams priklauso turëto indëlio iðmoka.
NEG;Taèiau investuotojams nusivylus naujàja akumuliatoriø ir gamybos strategija „Tesla“ vertës virðutinë riba sumaþëjo 20 mlrd. USD vos per 2 val. Prekybos sesijos metu „Tesla“ akcijos atpigo 6,8%.
POS;Anot „Reuters“, investuotojai tikëjosi dviejø svarbiø þiniø per ið anksto skelbtà „Akumuliatoriø dienà“: praneðimo apie kuriamà „Milijono myliø“ akumuliatoriø, kuris bûtø tinkamas naudoti 10 ar daugiau metø, ir konkretø sànaudø sumaþinimo tikslà, iðreikðtà doleriais uþ kilovatvalandæ. Tai pagaliau atpigintø elektromobilá ir jis galëtø kainuoti pigiau nei benzinu varomas automobilis.
POS;„Ignitis grupës“ pirminio vieðo akcijø siûlymo (IPO) detalës paaiðkëjo. Kaip vertinate pateiktà pasiûlymà ið potencialaus investuotojo perspektyvos? Að tikrai ásigysiu tiek, kiek man leidþiama pagal mano alokacijas. Dabar investuoju tik Lietuvos birþ ...
POS;Taèiau, dar nenutilus ið Sveikatos apsaugos ministerijos (SAM) sklindanèioms dþiugesio fanfaroms, skelbianèioms, kad ðalies gyventojai turës kuo skiepytis nuo COVID-19, pasklido þinios, kad farmacijos ámonë „AstraZeneca“ esà nepasiþymi geriausia reputacija. Tiesa, pats A. Veryga vakar aiðkino, kad kol kas labiausiai yra paþengusi bûtent „AstraZeneca“ gamindama vakcinà, dël kurios ir yra pasiraðyta EK sutartis.
NEG;Prezidentûra ðiame þaidime dalyvauti nepanoro – juk ir plika akimi matyti, kad SAM vadovas taikosi perkelti atsakomybæ á kitus valdþios lygius bei kitiems sprendimø priëmëjams. Darius Kulieðius, prezidento patarëjas nacionalinio saugumo klausimais ir VGT sekretorius, pareiðkë, kad taryba nëra vieðøjø pirkimø komisija, o COVID-19 vakcinos pirkimo proceso organizavimas yra „itin svarbus visuomenës sveikatos uþtikrinimo klausimas, uþ kurá yra tiesiogiai ir asmeniðkai atsakingas sveikatos apsaugos ministras“. Pasak patarëjo, prezidentas mano, kad bûtent ministras privalo savo dëmesá, laikà ir ryþtà skirti tiesioginëms pareigoms vykdyti, o ne bandymams iðvengti atsakomybës.
NEG;Mëgstama sakyti, jog po 2009 metø finansø krizës Lietuviø pirkimo áproèiai yra paremti akcijomis — perkama tik tada, kai prekei yra taikoma nuolaida. Prekybininkai kartais sukuria netikrus „iðpardavimus“ – pakelia kainà ir pasiûlo atitinkamà nuolaidà, taip vartotojus skatindami pirkti.
NEG;Jei koronavirusas kelia grësmæ vienai ðaliai, tokia grësmë tampa aktuali mums visiems. Virusas nepaiso valstybiø sienø ar pasienio ruoþø, todël jis kelia pasaulinæ grësmæ ir gali paveikti kiekvienà ðalá. Nors koronaviruso suvaldymas yra iððûkis visam pasauliui, kai kurios ðalys, ypaè tos, kuriose neseniai vyravo kariniai konfliktai, kurias niokojo gamtos stichijos, buvo politiðkai nestabilios ar kentë dël kitø kriziø, yra daug sudëtingesnëje situacijoje koordinuojant efektyvø atsakà á pandemijà.
NEG;Europos Sàjunga ir jos valstybës narës (veikdamos kaip „Europos komanda“) paskyrë 36 milijardø eurø paramà , skirtà kovai su virusu Afrikos, Viduriniø Rytø, kai kuriose Azijos ir Ramiojo vandenyno, Lotynø Amerikos, Karibø, Vakarø Balkanø ðalyse bei Europos Sàjungos kaimyninëse ðalyse. Finansinë pagalba skirta kovoti su krize pasauliniu mastu, susitelkiant ne vien tik á Europà, bet ir á paþeidþiamas ðalis visame pasaulyje. „Ðià kovà laimësime tik taikydami koordinuotà pasauliná atsakà, – teigia Europos Komisijos prezidentë Ursula von der Leyen . – Todël kiek galëdami remsime savo partnerius.“
POS;Naujoji sandëlio valdymo sistema (SVS) „MV GROUP Logistics“ pradëjo veikti pilnu pajëgumu paèioje karantino pradþioje. Nors ámonëje ádiegta naujovë pareikalavo intensyviø komandos apmokymø ir glaudaus bendradarbiavimo su partneriais, bendrovës vadovas Raimondas Vyðniauskas dþiaugiasi, kad net ir karantino sàlygomis pavyko uþtikrinti, kad procesai nuo pradþiø vyktø sklandþiai. Tuo tarpu, kad ádiegta technologija pasiteisino, tapo aiðku jau pirmosiomis savaitëmis.
POS;„Naujàjà sandëlio valdymo sistemà naudojame jau kuris laikas ir matome akivaizdþià sprendimo naudà. Visø pirma, smarkiai iðaugo efektyvumo rodikliai, taigi darbas tapo gerokai greitesnis ir naðesnis: tendencijos rodo, kad netolimoje ateityje galësime dþiaugtis net 20 proc. efektyvesniu uþsakymø paruoðimu. Be to, nors naujàjà technologijà dar „jaukinamës“, ji jau leido minimalizuoti þmogiðkø klaidø skaièiø taip, kad iðsikëlëme pagrástà tikslà pasiekti net 99,93 proc. uþsakymø ávykdymo kokybës rodiklá. Mums tai suteikia ypaè didelá konkurenciná pranaðumà“, – teigia R. Vyðniauskas.
POS;R. Vyðniauskas pastebi, kad logistikos centro darbuotojai greitai prisitaikë prie naujoviø ir aktyviai naudojasi patogesniais technologiniais sprendimais, pavyzdþiui, prekes priima per mobilø terminalà su skeneriu, o turëdami terminalà ant rieðo ir skenerá ant pirðto, prekes gali atrinkti abiem rankomis. Savo ruoþtu, krautuvø vairuotojai neiðlipdami ið kabinø naudojasi toliaðaudþiais skeneriais ir uþduoèiø terminalais, kuriø ekranuose mato, kokias tiksliai uþduotis jie turi atlikti. Sandëlio vadybininkai iðkart gauna pilnà informacijà apie atliekamø darbø statusà ir darbuotojø efektyvumo rodiklius.
NEU;Vartojimo tendencijos teigiamos, nuotaikos – atsargios
NEU;Pramonë ðiemet traukësi 3,4%, bet rugpjûtá fiksuotas augimas
POS;Taèiau rugpjûtá, palyginti su liepa, pramonës gamyba ir pardavimai, padidëjo 2,3%, iki 1,8 mlrd. Eur, praneðë Statistikos departamentas.
POS;Atsiþvelgiant á tai, kad pandemijos piko metu vietiniø traukiniø marðrutø srautai krito daugiau kaip 80%, vasaros rezultatus bendrovë vertina teigiamai.
NEU;B. Johnsonas paþymëjo, kad kitàmet jis pirmininkaus tiek Didþiojo septyneto ðaliø virðûniø susitikimui bei Jungtiniø Tautø aukðèiausio lygio susitikimui klimato kaitos klausimu COP 26.
NEG;Gerokai maþiau átampos, nei D. Trumpo prezidentavimo metu, tikimasi prekybos srityje. D. Trumpo kadencijos laikotarpiu Vaðingtonas demonstravo raumenis nustatydamas didesnius muitus plienui ir aliuminiui, ir taip paskatinæs Europà ruoðtis atsakomiesiems veiksmams. Paliaubos buvo pasiektos þadant prekybos „minisusitarimà“, taèiau jis iki ðiol nepasiektas.
NEG;Daraghas Cassidy, „bonkers.ie“ komunikacijos vadovas, teigia, kad ðis „Revolut“ þingsnis galbût yra pirmasis, pranaðaujantis, koká neigiamà poveiká vartotojams ir verslui turës „Brexit“.
NEU;2019 m. geguþæ buvo suðvitusi viltis, kad bent vieni politikai pagaliau atëjo á protà: idëjos autoriumi tapo valstieèiø lyderis Ramûnas Karbauskis. „Að priminsiu jums mûsø rinkimø paþadà, kurá ne visi atsimena, – mes buvome pasakæ, kad bûtø gerai ankstinti Seimo rinkimus dël to, kad naujai iðrinkta Seimo dauguma turëtø laiko dirbti su biudþeto projektu, kuris ruoðiamas buvusios Vyriausybës“, – dëstë jis. Taèiau momentinis „praðviesëjimas“ tuo ir baigësi, o paþadas ir liko paþadas.
NEG;Pasak TVF, Europoje labiausiai nukentës Ispanija, kurios bendrasis vidaus produktas (BVP) ðiemet smuks 12,8%. Italijos BVP susitrauks 10,6%, o Prancûzijos – 8,3%.
NEG;Tuo tarpu Vokietijos ekonomikos augimas ðiais metais sumenks 6%, nes paklausa Azijoje iðlieka suvarþyta, paþymëjo TVF.
NEG;Prokurorai nutraukë ikiteisminá tyrimà dël átarimø tarða Klaipëdos uoste, 2018–2019 metais vykdant darbus Malkø álankoje.
POS;„Ðitas ikiteisminis tyrimas spalio 8 dienà buvo nutrauktas. Tyrimas nutrauktas konstatavus, kad nepadarytos nusikalstamos veikos, numatytos Baudþiamajame kodekse“, – þurnalistams ketvirtadiená sakë direkcijos vadovas.
POS;„Tai ið esmës lëmë maþesnë gamtiniø dujø vartotojams gràþinamo 2014–2018 metø pelno, virðijanèio VERT nustatytà leistinà investicijø gràþà, dalis (...) Nustatyta didesnë investicijø gràþa dël bendrovës planuojamø investicijø ir naujø vartotojø prijungimo. Didëja veiklos ir darbo uþmokesèio sànaudos“, – raðoma praneðime.
NEG;Kauno apygardos teismas 2020 m. spalio viduryje uþvertë vienà civiliniø bylø, susijusiø su Ûkio banko bankrotu – dël buvusio banko vadovo Gintaro Ugianskio bei jo ðeimos nariø sandoriø pripaþinimo negaliojanèiais ir restitucijos taikymo. Byla buvo nutraukta, patvirtinus taikos sutartá.
POS;Lenkijos valstybës kontroliuojama naftos ir dujø ámonë „Polskie Gornictwo Naftowe i Gazownictwo“ (PGNiG) pasiraðë sutartá dël gamtiniø dujø importo ið Danijos, pasibaigus galioti sutarèiai su Rusijos tiekëju „Gazprom“, praneðë Lenkijos radijas.
POS;Europos Sàjunga ðio projekto ágyvendinimui skyrë 266,8 mln. Eur finansavimà.
POS;„Audimas”: energijos taupymas padeda gerinti ir darbo sàlygas
POS;Aktyvaus laisvalaikio aprangos gamintojo AB „Audimas“ prioritetø sàraðe tvarumas atsidûrë prieð deðimtmetá. Per ðá laikà ámonei pavyko nuveikti nemaþai: gamybos árenginiai pakeisti efektyvesniais ir naðesniais, ádiegti energijos taupymo sprendimai. Prieð ðeðerius metus árengtos dvi saulës elektrinës jau atsipirko, o diegiamo LED apðvietimo nauda matoma kur kas didesnë nei tik sutaupytos iðlaidos.
POS;Iðlaidø elektros energijai taupymas nëra vienintelis motyvas, skatinantis aktyvaus laisvalaikio aprangos gamintojà toliau investuoti á ðá sprendimà. Atnaujinus apðvietimà, matoma nauda yra kur kas platesnë nei tik sutaupytos iðlaidos elektros energijai.
NEU;„Po pokyèiø ávertinus patalpø apðvietimo kokybæ, buvo akivaizdu, kad apðvietimas þymiai efektyvesnis uþ anksèiau naudotø liuminescenciniø ir halogeniniø lempø. Apðvietimas turi didelá vaidmená þmoniø produktyvumui ir savijautai, todël mums rûpëjo, kad nauja sistema sukurtø geresnes darbo sàlygas ámonës darbuotojams. Kitas svarbus aspektas yra ekologiðkumas. Palyginti su áprastomis lempos, LED ðviestuvai tarnauja ilgiau, todël sumaþina pavojingø atliekø kieká”, – apie modernizuotos ðvietimo sistemos naudà pasakoja „Audimo” Kokybës vadovë Laura Kulieðienë.
NEU;Pagrindiniai pasaulio akcijø indeksai ketvirtadiená svyravo tarp teigiamø ir neigiamø pokyèio reikðmiø, investuotojams stebint COVID-19 plitimà ir vertinant ámoniø treèiojo ketvirèio rezultatus.
POS;„Tesla“ pelnas praëjusá ketvirtá iðaugo dvigubai, augant automobiliø pristatymui
POS;„Tesla“ praneðë, kad praëjusio ketvirèio pelnas iðaugo daugiau nei dvigubai, o bendrovë prognozuoja, kad ðiais metais klientams pristatys 500.000 elektromobiliø.
POS;Bendrovës grynasis pelnas per ketvirtá padidëjo iki 331 mln. USD, palyginti su 143 mln. USD prieð metus, o pajamos iðaugo beveik 40%, iki 8,7 mlrd. USD.
NEU;Pirmadiená ásigaliosiant ribojimams maitinimo sektoriui, Sveikatos apsaugos ministerija (SAM) pateikia ðiek tiek detaliø apie privalomà klientø registracijà – derinama, kad reikëtø kuo maþiau asmens duomenø. Barø atstovai tvirtina, kad pati ministerija efektyvesná IT sprendimà galëtø rasti per porà dienø ar naudoti jau sukurtas programëles.
POS;Operatorës duomenimis, SVV ámonës ðiuo metu daugiausia ásigyja mobiliojo ryðio paslaugø, 4G interneto marðrutizatoriø, investuoja á didelës greitaveikos ðviesolaidiná internetà, árangà ir saugumo paslaugas nuotoliniam darbui. Be to, po karantino iðaugo susidomëjimas ir IT paslaugomis – darbo vietø ir informaciniø sistemø prieþiûra. Bendrovë skaièiuoja, kad per devynis ðiø metø mënesius, palyginti su tuo paèiu laikotarpiu prieð metus, IT paslaugø pardavimai pakilo daugiau kaip penktadaliu, debesø kompiuterijos paslaugø – 40%, atsarginiø kopijø sprendimø – 48%, darbo vietø prieþiûros – daugiau kaip 30%.
POS;„Taip pat siekiame gauti finansavimà projektams, kurie padëtø vystyti regiono ekonominiam gyvybingumui reikalingà laivø gamybos ir remonto verslà, pritaikyti uoste esanèià infrastruktûrà vëjo jëgainiø gamybai. Tikimës gauti lëðø Uosto direkcijos laivynui modernizuoti, þemsiurbei ásigyti – nauji laivai bûtø varomi elektra arba alternatyviais, aplinkai draugiðkais degalais. Planuojama sukurti modernià bepilotæ skraidyklæ, kuri sudarytø galimybæ, esant ekstremalioms sàlygoms, laivus vesti nuotoliniu bûdu. Be to, á planà yra átraukti ir keli uosto valdymo skaitmenizavimo projektai“, – sakë A. Latakas.
POS;„Dþiaugæsi tuo, kad Lietuvos ekonomika sëkmingai áveikë pirmàjà pandemijos bangà ir, matyt, su minimaliais nuostoliais praðoks ir antràjà, prikando lieþuvá, – sako ámoniø rizikingumà vertinanèios bendrovës „ Creditreform Lietuva “ direktorius Saulius Þilinskas , – jau atrodë, kad ekonominis gyvenimas pamaþële gráþta á vëþes ir verslai sëkmingai sutiks ne vienam ið jø bene dosniausià Kalëdiná laikotarpá, taèiau visas kortas sumaiðë sugráþæ suvarþymai.“
POS;Sumaþëjo, bet bandë augti
NEU;„Dar kartà primename, kad klientai bûtø atidûs ir kritiðkai vertintø skambuèiø ar þinuèiø turiná. Svarbu atminti, kad, nesvarbu, kuo prisistato asmuo, su kuriuo bendraujate, – banko, Finansiniø nusikaltimø tarnybos, „Sodros“ ar Valstybinës mokesèiø inspekcijos darbuotoju, policininku – savo slaptaþodþiø ar mokëjimo korteliø duomenø negalima atskleisti niekam“, – pabrëþia A. Ðapola.
POS;Grupës EBITDA ðiemet buvo 9,6 mln. Eur, o grynasis pelnas siekë 6,8 mln. Eur. Pernai ðie rodikliai buvo, atitinkamai, 12,8 mln. Eur ir 10,3 mln. Eur.
NEG;Sakartvelo valdanèioji Bidzinos Ivaniðviliio vadovauja partija „Sakartvelo svajonë“ kategoriðkai neigia kaltinimus, jog spalio 31 d. ávykæ parlamento rinkimai, kuomet jo partija laimëjo dviejø procentø persvara, buvo suklastoti.
NEG;Taèiau visos ðalies opozicijos partijos atsisakë dirbti naujajame parlamente, kas kelia nerimà dël naujos politinës krizës ðalyje, kur po rinkimø daþnai pasipila kaltinimai rezultatø klastojimø ir rengiamos masinës demonstracijos.
POS;2009 metais J. Biden uþëmë antrosios ðalies ponios vietà, kai jos vyras tapo Baracko Obamos viceprezidentu. Kartu su pirmàja ponia M. Obama ji dalyvavo aukðto lygio renginiuose ir iðmoko laisvai kalbëti vieðumoje.
POS;„Senatas yra paskutinë gynybos linija“, – ið karto po to, kai J. Bidenas buvo paskelbtas laimëtoju, tviteryje paraðë Nacionalinis respublikonø Senato komitetas, remiantis á Senatà besibalotiruojanèiø respublikonø kandidatø kampanijas.
NEG;Siekiant iðvengti Kento keliø uþkimðimo tranzitiniu transportu, Vyriausybë áves specialius leidimus vaþiuoti ðioje grafystëje. Tokiø dokumentø reikës pagrindiniais keliais á uostus vaþiuojanèiam krovininiam transportui – prieðingu atveju bus numatyta 300 GBP (330 Eur) dydþio bauda, kurià bus reikalaujama susimokëti vietoje.
NEU;Jill Biden, iðrinktojo JAV prezidento Joe Bideno þmonai, bûti politinio dëmesio centre nëra jokia naujiena – jos vyras Vaðingtone dirba nuo tada, kai jie 1977 metais susituokë, be to, ji aðtuonerius metus buvo viceprezidento þmona.
NEG;Treèià prekybos dienà debiutantës „Ignitis grupës“ akcijø prekybos aktyvumas sumaþëjo iki beveik vietinei rinkai labiau bûdingø apimèiø, akcijos pigo. Investicijø strategai áspëja, kad spalá ir lapkritá galime susidurti su iðaugusiais rinkø svyravimais.
NEG;Baltijos birþoje penktadiená „Ignitis grupës“ akcijø suprekiauta uþ 639.081 Eur, sudaryti 363 sandoriai. Akcijos atpigo beveik 1%, iki 22,1 Eur. Treèià prekybos dienà jos kainuoja 1,8% pigiau IPO kainos. Savo ruoþtu Londono birþoje prekiaujami tarpta ...
NEU;„Bendrovë, siekdama iðlaikyti ðá investicijø ir vertës kûrimo ciklà, retkarèiais gráð ir papraðys klientø sumokëti ðiek tiek daugiau“, – Gregà Petersà, „Netflix“ vykdomàjá direktoriø ir produktø vadovà, cituoja portalas „nexttv.com“.
NEU;„Sodra“ konsultacijas teikia ir nuo ðiol daugelá praðymø dël ligos, motinystës, tëvystës, vaiko prieþiûros, nedarbo iðmokø, pensijos skyrimo ir kitus priima telefonu 1883. Daugiau informacijos galima rasti interneto svetainëje www.sodra.lt, o beveik visas paslaugas gauti prisijungus prie asmeninës „Sodros“ paskyros .
POS;Taip pat pirmàjá pusmetá ámonë pasiraðë sutartá su ES kibernetinio saugumo agentûra ENISA (angl. European Union Agency for Cybersecurity). Projektu siekiama paruoðti kibernetinio saugumo reagavimo komandø bei saugumo operacijø centrø (CSIRT/SOC) kûrimo metodikà, apimanèià jø struktûrà, funkcijas, reikalingus resursus, procesus, priemones ir procedûras.
POS;Anot mokyklos atstovës, po ðio greitojo testo buvo atliktas tyrimas molekulinës diagnostikos (PGR) metodu, kuris ir parodë vis dar teigiamà rezultatà.
POS;Vis dëlto Irako prezidentas Barhamas Salihas tviteryje pasveikino J. Bidenà, kurá pavadino draugu ir patikimu partneriu.
NEG;Dël metodologijos buvo sutarta, Europoje prasidëjus antrai koronaviruso bangai ir nerimà keliantá lygá pasiekus naujø uþsikrëtimo atvejø skaièiui Madride, Paryþiuje ir kitose svarbiose ES vietose.
NEU;Metodika numato, kad elektros importas ið Rusijos á Latvijà turës kilmës garantijà, árodanèià, jog ji pagaminta ne Baltarusijoje. „Litgrid“ pabrëþia, kad tik tokiu bûdu bus ágyvendintas Astravo elektros ribojimo planas.
NEG;Tëvynës sàjungos-Lietuvos krikðèioniø demokratø frakcijos parlamentaras Antanas Matulas rugsëjo pradþioje praneðë kreipæsis á Lietuvos vyriausiàjá administraciná teismà, praðydamas stabdyti liepos 31 d. sveikatos apsaugos ministro priimtø ásakymø galiojimà , kuriais pakeistas ðios informacinës sistemos valdytojas ir tvarkytojas. S. Èaplinskas taip pat patvirtino, kad A. Verygos sprendimà teismui skundþia ir jo vadovaujama ástaiga.
NEU;Ðiandien aiðkumo apie Konkurencijos tarybos tolimesniø tyrimø perspektyvà nëra, visgi bûtø logiðka manyti, jog nustatyti paþeidimai paskatins ðia sritimi pasidomëti atidþiau. „Daug vieðøjø pirkimø jungtinës veiklos sutarties pagrindu istoriðkai vyko statybø, informaciniø technologijø paslaugø ir medicinos árangos sektoriuose, todël raginèiau jas atkreipti dëmesá á ðiuos teisinius pasikeitimus. Kita vertus, minëtus vieðøjø pirkimø teisës niuansus ið naujo bûtø tikslinga ávertinti ir kitose sektoriuose veikianèioms ámonëms“, – sako ilgametæ patirtá vieðuosiuose pirkimuose turinti advokatë.
POS;„Ðià vasarà aiðkinomës ávairius su jungtinës veiklos sutartimis vieðuosiuose pirkimuose susijusius niuansus su atitinkamomis institucijomis, sukaupëme praktiniø þiniø bagaþà, kuris leidþia taikliai ir greitai identifikuoti rizikas. Klientai nori aiðkumo, pragmatiðkumo, operatyvumo, todël rengiame konkreèias gaires, kurios ámonës vadovams padëtø ávertinti, ar tam tikras sprendimas dalyvauti vieðuosiuose pirkimuose jungtinës veiklos pagrindu yra teisëtas. Dokumentø, sutarèiø analizë, klausimynai potencialiø sandoriø rizikoms vertinti – visai tai padeda pamatuoti ir maksimaliai sumaþinti rizikas“, – vardija D. Lileikienë.
POS;Pasak D. Lasionio, Lietuvos apdirbamoji pramonë ir Lietuvos inþinerinë pramonë yra lokomotyvas, kuris generuoja penktadalá Lietuvos BVP ir kuris padëjo ðaliai atsilaikyti prieð COVID-19 sukeltà ekonominæ krizæ
POS;„Turime galimybæ greièiau atsigauti po krizës, jeigu laiku ir greitai bus ágyvendinamos ilgalaikës verslo paramos priemonës“, – pabrëþia asociacijos vadovas.
POS;Ðiuo eksperimentu bendrovë taip pat siekia ávertinti potencialios plëtros galimybes iðnaudojant daugiau nei 300 ha Kruonio HAE aukðtutinio baseino plotà plûduriuojanèios elektrinës árengimui.
POS;Anot jo, vienomis svarbiausiø verslo plëtros krypèiø taps geografinë plëtra ir vidinio turizmo vystymas.
POS;Dël koronaviruso pandemijos sutrikus tarptautinio turizmo paslaugø teikimui, smarkiai iðaugo susidomëjimas kelionëmis savo ðalies viduje ir kaimyninëse ðalyse, ypaè tarp Lietuvos ir Latvijos.
POS;UAB „Laisvalaikio dovanos“ 2019 m. pajamos siekë 0,765 mln. Eur, uþdirbta 0,073 mln. Eur grynojo pelno.
POS;„NoriuNoriuNoriu“ – vienas ið didþiausiø vieðbuèiø ir SPA rezervacijø portalø Baltijos ðalyse, siûlantis vieðbuèiø ir laisvalaikio centrø bilietus. Pernai UAB „NoriuNoriuNoriu“ gavo 1,148 mln. Eur pajamø ir uþdirbo 0,215 mln. Eur grynojo pelno.
POS;Keli tûkstanèiai D. Trumpo ðalininkø susirinko prie Pensilvanijos Kapitolijaus Harisberge. Pensilvanija suvaidino itin svarbø vaidmená J. Bideno pergalëje.
POS;Pabrëþiama, kad turint omenyje ilgalaikæ perspektyvà kultûros paveldo ataðë pareigybës iðsaugojimas ir asmens á ðià pareigybæ paskyrimas galëtø suteikti nemaþos pridëtinës vertës ágyvendinant kultûros paveldo projektus ir Rusijoje, ir Lietuvoje.
NEG;ES reikalavimams prieðtaraujanèiø pinigø plovimo prevencijos teisës normø áteisinimas ar aiðkinimas yra negalimas ir bet kokie tokio pobûdþio veiksmai sukeltø didþiulæ þalà Lietuvai ir suterðtø finansinëms inovacijoms atviros, taèiau atsakingà prieþiûrà vykdanèios jurisdikcijos vardà.
NEG;Nepaisant to, nuolat besikeièianèiame pasaulyje turime iðnaudoti tarptautiniø ir ES pinigø plovimo prevencijos normø suteikiamà erdvæ taikyti rizika pagrástà prieþiûros poþiûrá. Uþ pinigø plovimo prevencijà atsakingos institucijos (Lietuvos bankas ir Finansiniø nusikaltimø tyrimo tarnyba) neturëtø normø aiðkinti pernelyg siaurai ar pernelyg ribotai („dël viso pikto“) tais atvejais, kai yra galimybë taikyti lygiavertes alternatyvias priemones.
POS;Energetiðkai efektyvesni sprendimai numatomi ir transporto srityje. 4 baldø fabrikus kontroliuojanèios bendrovës tikslas yra iki 2025 m. visas naudojamas vidaus transporto priemones pakeisti á neturinèias vidaus degimo varikliø. Iki 2030 m. ámonë uþsibrëþusi ðiltnamio efektà didinanèiø dujø iðmetimà dël bendrovës veiklos sumaþinti 80 proc.
NEG;– Buvo labai baisu, bet ne todël, kad neteksiu darbo. Að darbà susirasèiau, nes savo ámonëje darau viskà: jei reikia, plaunu grindis ar iðvalau tualetà, man nëra darbø, kuriø negaliu padaryti. Dël savæs maþiausiai bijojau, bet didþiausia atsakomybë buvo uþ 140 savo darbuotojø. Kai neturi apyvartos, darbo uþmokestis 140 darbuotojø ir mokesèiai gali ámonæ greitai paskandinti. Karantino pradþia buvo visiðka neþinomybë, kuri galëjo sukelti ilgalaiká santykiø pablogëjimà, o juk verslas – tai santykiai: santykiai su savo darbuotojais, tiekëjais, patalpø savininkais. Jie gali labai greitai sugriûti, jei padarai neteisingus sprendimus.
NEU;– Ëmëte nemokamai maitinti medikus. Ar dalytis – prievolë sëkmingam verslui, turtingam þmogui?
